CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.2;592.0;647.0;10.0
2.0;0.2;1024.0;1046.0;20.0
2.0;0.2;1429.0;1436.0;30.0
2.0;0.2;1861.0;1809.0;40.0
2.0;0.2;2218.0;2201.0;50.0
2.0;0.2;2681.0;2589.0;60.0
2.0;0.2;3116.0;3012.0;70.0
2.0;0.2;3490.0;3350.0;80.0
2.0;0.2;3934.0;3718.0;90.0
2.0;0.2;4338.0;4133.0;100.0
2.0;0.2;4757.0;4553.0;110.0
2.0;0.2;5171.0;4949.0;120.0
2.0;0.2;5544.0;5374.0;130.0
2.0;0.2;6007.0;5791.0;140.0
2.0;0.2;6404.0;6110.0;150.0
2.0;0.2;6816.0;6527.0;160.0
2.0;0.2;7202.0;6960.0;170.0
2.0;0.2;7644.0;7345.0;180.0
2.0;0.2;7849.0;7685.0;190.0
2.0;0.2;8165.0;8004.0;200.0
2.0;0.2;8534.0;8563.0;210.0
2.0;0.2;8932.0;8908.0;220.0
2.0;0.2;9199.0;9298.0;230.0
2.0;0.2;9566.0;9629.0;240.0
2.0;0.2;9949.0;9924.0;250.0
2.0;0.2;393.0;431.0;5.0
2.0;0.2;814.0;826.0;15.0
2.0;0.2;1224.0;1226.0;25.0
2.0;0.2;1677.0;1628.0;35.0
2.0;0.2;2063.0;2004.0;45.0
2.0;0.2;2478.0;2368.0;55.0
2.0;0.2;2924.0;2791.0;65.0
2.0;0.2;3363.0;3221.0;75.0
2.0;0.2;3736.0;3546.0;85.0
2.0;0.2;4190.0;3952.0;95.0
2.0;0.2;4523.0;4297.0;105.0
2.0;0.2;4953.0;4759.0;115.0
2.0;0.2;5343.0;5162.0;125.0
2.0;0.2;5814.0;5517.0;135.0
2.0;0.2;6165.0;5924.0;145.0
2.0;0.2;6635.0;6318.0;155.0
2.0;0.2;7070.0;6783.0;165.0
2.0;0.2;7298.0;7111.0;175.0
2.0;0.2;7563.0;7421.0;185.0
