CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.9;597.0;282.0;10.0
2.0;0.9;1021.0;304.0;20.0
2.0;0.9;1459.0;335.0;30.0
2.0;0.9;1840.0;355.0;40.0
2.0;0.9;2284.0;387.0;50.0
2.0;0.9;2661.0;409.0;60.0
2.0;0.9;3115.0;451.0;70.0
2.0;0.9;3565.0;471.0;80.0
2.0;0.9;3936.0;484.0;90.0
2.0;0.9;4324.0;517.0;100.0
2.0;0.9;4817.0;549.0;110.0
2.0;0.9;5174.0;589.0;120.0
2.0;0.9;5616.0;596.0;130.0
2.0;0.9;5981.0;615.0;140.0
2.0;0.9;6350.0;630.0;150.0
2.0;0.9;6809.0;653.0;160.0
2.0;0.9;7211.0;677.0;170.0
2.0;0.9;7608.0;683.0;180.0
2.0;0.9;8005.0;694.0;190.0
2.0;0.9;8447.0;726.0;200.0
2.0;0.9;8753.0;753.0;210.0
2.0;0.9;8729.0;745.0;220.0
2.0;0.9;9208.0;758.0;230.0
2.0;0.9;9638.0;752.0;240.0
2.0;0.9;10234.0;760.0;250.0
2.0;0.9;393.0;283.0;5.0
2.0;0.9;813.0;285.0;15.0
2.0;0.9;1228.0;312.0;25.0
2.0;0.9;1658.0;340.0;35.0
2.0;0.9;2085.0;363.0;45.0
2.0;0.9;2436.0;387.0;55.0
2.0;0.9;2956.0;426.0;65.0
2.0;0.9;3341.0;468.0;75.0
2.0;0.9;3699.0;472.0;85.0
2.0;0.9;4099.0;501.0;95.0
2.0;0.9;4560.0;522.0;105.0
2.0;0.9;5037.0;552.0;115.0
2.0;0.9;5385.0;569.0;125.0
2.0;0.9;5796.0;584.0;135.0
2.0;0.9;6167.0;606.0;145.0
2.0;0.9;6608.0;641.0;155.0
2.0;0.9;7006.0;659.0;165.0
2.0;0.9;7429.0;669.0;175.0
2.0;0.9;7819.0;681.0;185.0
2.0;0.9;8025.0;686.0;195.0
2.0;0.9;8365.0;718.0;205.0
2.0;0.9;8589.0;735.0;215.0
2.0;0.9;9115.0;732.0;225.0
2.0;0.9;9481.0;729.0;235.0
2.0;0.9;9953.0;749.0;245.0
2.0;0.9;280.0;280.0;0.0
2.0;0.9;602.0;285.0;10.0
2.0;0.9;1029.0;305.0;20.0
2.0;0.9;1428.0;332.0;30.0
2.0;0.9;1842.0;350.0;40.0
2.0;0.9;2263.0;379.0;50.0
2.0;0.9;2689.0;400.0;60.0
2.0;0.9;3067.0;442.0;70.0
2.0;0.9;3510.0;459.0;80.0
2.0;0.9;3952.0;490.0;90.0
2.0;0.9;4330.0;496.0;100.0
2.0;0.9;4807.0;539.0;110.0
2.0;0.9;5208.0;574.0;120.0
2.0;0.9;5628.0;574.0;130.0
2.0;0.9;5957.0;587.0;140.0
2.0;0.9;6472.0;610.0;150.0
2.0;0.9;6914.0;650.0;160.0
2.0;0.9;7271.0;661.0;170.0
2.0;0.9;7578.0;663.0;180.0
2.0;0.9;7902.0;664.0;190.0
2.0;0.9;8061.0;687.0;200.0
2.0;0.9;8580.0;709.0;210.0
2.0;0.9;8943.0;720.0;220.0
2.0;0.9;9329.0;716.0;230.0
2.0;0.9;9735.0;718.0;240.0
2.0;0.9;10366.0;733.0;250.0
2.0;0.9;391.0;279.0;5.0
2.0;0.9;813.0;288.0;15.0
2.0;0.9;1257.0;315.0;25.0
2.0;0.9;1668.0;337.0;35.0
2.0;0.9;2037.0;361.0;45.0
2.0;0.9;2476.0;385.0;55.0
2.0;0.9;2905.0;434.0;65.0
2.0;0.9;3353.0;455.0;75.0
2.0;0.9;3641.0;473.0;85.0
2.0;0.9;4186.0;488.0;95.0
2.0;0.9;4523.0;527.0;105.0
2.0;0.9;4961.0;553.0;115.0
2.0;0.9;5334.0;561.0;125.0
2.0;0.9;5755.0;588.0;135.0
2.0;0.9;6184.0;593.0;145.0
2.0;0.9;6683.0;626.0;155.0
2.0;0.9;6982.0;646.0;165.0
2.0;0.9;7248.0;638.0;175.0
2.0;0.9;7470.0;648.0;185.0
2.0;0.9;7911.0;674.0;195.0
2.0;0.9;8361.0;689.0;205.0
2.0;0.9;8618.0;702.0;215.0
2.0;0.9;9167.0;694.0;225.0
2.0;0.9;9745.0;710.0;235.0
2.0;0.9;10056.0;704.0;245.0
2.0;0.9;279.0;281.0;0.0
2.0;0.9;591.0;283.0;10.0
2.0;0.9;1038.0;306.0;20.0
2.0;0.9;1442.0;326.0;30.0
2.0;0.9;1859.0;351.0;40.0
2.0;0.9;2250.0;368.0;50.0
2.0;0.9;2665.0;399.0;60.0
2.0;0.9;3088.0;444.0;70.0
2.0;0.9;3520.0;460.0;80.0
2.0;0.9;3890.0;462.0;90.0
2.0;0.9;4309.0;500.0;100.0
2.0;0.9;4774.0;532.0;110.0
2.0;0.9;5182.0;582.0;120.0
2.0;0.9;5567.0;573.0;130.0
2.0;0.9;6068.0;580.0;140.0
2.0;0.9;6356.0;597.0;150.0
2.0;0.9;6690.0;642.0;160.0
2.0;0.9;6999.0;645.0;170.0
2.0;0.9;7371.0;643.0;180.0
2.0;0.9;7642.0;649.0;190.0
2.0;0.9;8203.0;667.0;200.0
2.0;0.9;8544.0;688.0;210.0
2.0;0.9;8874.0;689.0;220.0
2.0;0.9;9544.0;690.0;230.0
2.0;0.9;9851.0;701.0;240.0
2.0;0.9;9958.0;710.0;250.0
2.0;0.9;391.0;279.0;5.0
2.0;0.9;815.0;288.0;15.0
2.0;0.9;1229.0;313.0;25.0
2.0;0.9;1638.0;340.0;35.0
2.0;0.9;2027.0;353.0;45.0
2.0;0.9;2491.0;388.0;55.0
2.0;0.9;2936.0;427.0;65.0
2.0;0.9;3362.0;453.0;75.0
2.0;0.9;3708.0;471.0;85.0
2.0;0.9;4091.0;481.0;95.0
2.0;0.9;4619.0;512.0;105.0
2.0;0.9;4993.0;542.0;115.0
2.0;0.9;5331.0;550.0;125.0
2.0;0.9;5772.0;563.0;135.0
2.0;0.9;6151.0;581.0;145.0
2.0;0.9;6605.0;623.0;155.0
2.0;0.9;6836.0;640.0;165.0
2.0;0.9;7125.0;628.0;175.0
2.0;0.9;7527.0;644.0;185.0
2.0;0.9;7899.0;658.0;195.0
2.0;0.9;8261.0;672.0;205.0
2.0;0.9;8789.0;684.0;215.0
2.0;0.9;9222.0;689.0;225.0
2.0;0.9;9705.0;690.0;235.0
2.0;0.9;9745.0;702.0;245.0
2.0;0.9;283.0;285.0;0.0
2.0;0.9;587.0;278.0;10.0
2.0;0.9;1030.0;305.0;20.0
2.0;0.9;1448.0;334.0;30.0
2.0;0.9;1851.0;358.0;40.0
2.0;0.9;2247.0;361.0;50.0
2.0;0.9;2669.0;399.0;60.0
2.0;0.9;3098.0;436.0;70.0
2.0;0.9;3488.0;452.0;80.0
2.0;0.9;3841.0;463.0;90.0
2.0;0.9;4374.0;491.0;100.0
2.0;0.9;4763.0;524.0;110.0
2.0;0.9;5270.0;563.0;120.0
2.0;0.9;5589.0;559.0;130.0
2.0;0.9;6036.0;577.0;140.0
2.0;0.9;6302.0;591.0;150.0
2.0;0.9;6612.0;615.0;160.0
2.0;0.9;6989.0;634.0;170.0
2.0;0.9;7361.0;634.0;180.0
2.0;0.9;7685.0;637.0;190.0
2.0;0.9;8174.0;652.0;200.0
2.0;0.9;8495.0;665.0;210.0
2.0;0.9;8944.0;675.0;220.0
2.0;0.9;9469.0;665.0;230.0
2.0;0.9;9550.0;681.0;240.0
2.0;0.9;9952.0;688.0;250.0
2.0;0.9;394.0;282.0;5.0
2.0;0.9;811.0;285.0;15.0
2.0;0.9;1228.0;309.0;25.0
2.0;0.9;1662.0;340.0;35.0
2.0;0.9;2043.0;347.0;45.0
2.0;0.9;2496.0;379.0;55.0
2.0;0.9;2930.0;412.0;65.0
2.0;0.9;3286.0;450.0;75.0
2.0;0.9;3732.0;457.0;85.0
2.0;0.9;4160.0;460.0;95.0
2.0;0.9;4585.0;511.0;105.0
2.0;0.9;5016.0;547.0;115.0
2.0;0.9;5333.0;554.0;125.0
2.0;0.9;5775.0;556.0;135.0
2.0;0.9;6170.0;585.0;145.0
2.0;0.9;6355.0;602.0;155.0
2.0;0.9;6746.0;627.0;165.0
2.0;0.9;7150.0;622.0;175.0
2.0;0.9;7465.0;608.0;185.0
2.0;0.9;7876.0;638.0;195.0
2.0;0.9;8403.0;657.0;205.0
2.0;0.9;8745.0;668.0;215.0
2.0;0.9;9149.0;659.0;225.0
2.0;0.9;9488.0;677.0;235.0
2.0;0.9;9820.0;680.0;245.0
2.0;0.9;280.0;280.0;0.0
2.0;0.9;596.0;288.0;10.0
2.0;0.9;1026.0;300.0;20.0
2.0;0.9;1457.0;330.0;30.0
2.0;0.9;1816.0;374.0;40.0
2.0;0.9;2252.0;362.0;50.0
2.0;0.9;2698.0;401.0;60.0
2.0;0.9;3097.0;436.0;70.0
2.0;0.9;3485.0;464.0;80.0
2.0;0.9;3839.0;458.0;90.0
2.0;0.9;4407.0;492.0;100.0
2.0;0.9;4770.0;516.0;110.0
2.0;0.9;5242.0;561.0;120.0
2.0;0.9;5509.0;550.0;130.0
2.0;0.9;5852.0;555.0;140.0
2.0;0.9;6261.0;588.0;150.0
2.0;0.9;6567.0;623.0;160.0
2.0;0.9;6974.0;620.0;170.0
2.0;0.9;7292.0;600.0;180.0
2.0;0.9;7750.0;628.0;190.0
2.0;0.9;8155.0;643.0;200.0
2.0;0.9;8676.0;661.0;210.0
2.0;0.9;9076.0;667.0;220.0
2.0;0.9;9344.0;661.0;230.0
2.0;0.9;9493.0;669.0;240.0
2.0;0.9;10029.0;684.0;250.0
2.0;0.9;392.0;283.0;5.0
2.0;0.9;818.0;284.0;15.0
2.0;0.9;1237.0;322.0;25.0
2.0;0.9;1649.0;332.0;35.0
2.0;0.9;2041.0;349.0;45.0
2.0;0.9;2474.0;381.0;55.0
2.0;0.9;2893.0;411.0;65.0
2.0;0.9;3311.0;450.0;75.0
2.0;0.9;3678.0;456.0;85.0
2.0;0.9;4101.0;470.0;95.0
2.0;0.9;4584.0;503.0;105.0
2.0;0.9;4949.0;534.0;115.0
2.0;0.9;5361.0;539.0;125.0
2.0;0.9;5665.0;557.0;135.0
2.0;0.9;6003.0;571.0;145.0
2.0;0.9;6401.0;599.0;155.0
2.0;0.9;6824.0;615.0;165.0
2.0;0.9;7080.0;606.0;175.0
2.0;0.9;7561.0;628.0;185.0
2.0;0.9;8004.0;638.0;195.0
2.0;0.9;8399.0;647.0;205.0
2.0;0.9;8814.0;665.0;215.0
2.0;0.9;9100.0;656.0;225.0
2.0;0.9;9264.0;663.0;235.0
2.0;0.9;9928.0;674.0;245.0
2.0;0.9;282.0;284.0;0.0
2.0;0.9;579.0;279.0;10.0
2.0;0.9;1024.0;303.0;20.0
2.0;0.9;1477.0;332.0;30.0
2.0;0.9;1810.0;373.0;40.0
2.0;0.9;2250.0;361.0;50.0
2.0;0.9;2683.0;396.0;60.0
2.0;0.9;3100.0;437.0;70.0
2.0;0.9;3455.0;456.0;80.0
2.0;0.9;3922.0;467.0;90.0
2.0;0.9;4311.0;492.0;100.0
2.0;0.9;4746.0;531.0;110.0
2.0;0.9;5145.0;553.0;120.0
2.0;0.9;5530.0;555.0;130.0
2.0;0.9;5914.0;560.0;140.0
2.0;0.9;6228.0;580.0;150.0
2.0;0.9;6616.0;605.0;160.0
2.0;0.9;6862.0;611.0;170.0
2.0;0.9;7334.0;610.0;180.0
2.0;0.9;7770.0;627.0;190.0
2.0;0.9;8121.0;640.0;200.0
2.0;0.9;8669.0;651.0;210.0
2.0;0.9;8857.0;660.0;220.0
2.0;0.9;9160.0;657.0;230.0
2.0;0.9;9597.0;651.0;240.0
2.0;0.9;10159.0;687.0;250.0
2.0;0.9;396.0;282.0;5.0
2.0;0.9;810.0;285.0;15.0
2.0;0.9;1248.0;312.0;25.0
2.0;0.9;1623.0;332.0;35.0
2.0;0.9;2084.0;351.0;45.0
2.0;0.9;2426.0;378.0;55.0
2.0;0.9;2889.0;420.0;65.0
2.0;0.9;3328.0;452.0;75.0
2.0;0.9;3675.0;457.0;85.0
2.0;0.9;4135.0;468.0;95.0
2.0;0.9;4530.0;495.0;105.0
2.0;0.9;4945.0;529.0;115.0
2.0;0.9;5231.0;555.0;125.0
2.0;0.9;5740.0;557.0;135.0
2.0;0.9;6028.0;567.0;145.0
2.0;0.9;6321.0;590.0;155.0
2.0;0.9;6695.0;624.0;165.0
2.0;0.9;7086.0;611.0;175.0
2.0;0.9;7461.0;609.0;185.0
2.0;0.9;7947.0;620.0;195.0
2.0;0.9;8428.0;642.0;205.0
2.0;0.9;8704.0;679.0;215.0
2.0;0.9;9048.0;648.0;225.0
2.0;0.9;9444.0;663.0;235.0
2.0;0.9;9962.0;673.0;245.0
2.0;0.9;279.0;281.0;0.0
2.0;0.9;588.0;288.0;10.0
2.0;0.9;1030.0;303.0;20.0
2.0;0.9;1424.0;332.0;30.0
2.0;0.9;1851.0;354.0;40.0
2.0;0.9;2247.0;362.0;50.0
2.0;0.9;2663.0;395.0;60.0
2.0;0.9;3110.0;431.0;70.0
2.0;0.9;3484.0;475.0;80.0
2.0;0.9;3880.0;454.0;90.0
2.0;0.9;4368.0;486.0;100.0
2.0;0.9;4713.0;526.0;110.0
2.0;0.9;5124.0;547.0;120.0
2.0;0.9;5535.0;551.0;130.0
2.0;0.9;5822.0;559.0;140.0
2.0;0.9;6247.0;580.0;150.0
2.0;0.9;6515.0;606.0;160.0
2.0;0.9;6876.0;615.0;170.0
2.0;0.9;7322.0;607.0;180.0
2.0;0.9;7644.0;620.0;190.0
2.0;0.9;8182.0;625.0;200.0
2.0;0.9;8545.0;631.0;210.0
2.0;0.9;8941.0;657.0;220.0
2.0;0.9;9055.0;645.0;230.0
2.0;0.9;9594.0;651.0;240.0
2.0;0.9;10078.0;670.0;250.0
2.0;0.9;394.0;282.0;5.0
2.0;0.9;811.0;286.0;15.0
2.0;0.9;1233.0;318.0;25.0
2.0;0.9;1672.0;335.0;35.0
2.0;0.9;2026.0;345.0;45.0
2.0;0.9;2509.0;386.0;55.0
2.0;0.9;2910.0;418.0;65.0
2.0;0.9;3305.0;449.0;75.0
2.0;0.9;3644.0;444.0;85.0
2.0;0.9;4120.0;493.0;95.0
2.0;0.9;4547.0;501.0;105.0
2.0;0.9;4885.0;524.0;115.0
2.0;0.9;5299.0;537.0;125.0
2.0;0.9;5630.0;544.0;135.0
2.0;0.9;5892.0;559.0;145.0
2.0;0.9;6428.0;584.0;155.0
2.0;0.9;6751.0;614.0;165.0
2.0;0.9;7081.0;584.0;175.0
2.0;0.9;7595.0;603.0;185.0
2.0;0.9;7995.0;624.0;195.0
2.0;0.9;8388.0;629.0;205.0
2.0;0.9;8770.0;654.0;215.0
2.0;0.9;9000.0;645.0;225.0
2.0;0.9;9328.0;645.0;235.0
2.0;0.9;9915.0;658.0;245.0
2.0;0.9;283.0;284.0;0.0
2.0;0.9;592.0;280.0;10.0
2.0;0.9;1022.0;305.0;20.0
2.0;0.9;1428.0;334.0;30.0
2.0;0.9;1793.0;364.0;40.0
2.0;0.9;2263.0;365.0;50.0
2.0;0.9;2719.0;393.0;60.0
2.0;0.9;3065.0;426.0;70.0
2.0;0.9;3495.0;440.0;80.0
2.0;0.9;3874.0;466.0;90.0
2.0;0.9;4252.0;478.0;100.0
2.0;0.9;4690.0;511.0;110.0
2.0;0.9;5100.0;547.0;120.0
2.0;0.9;5436.0;545.0;130.0
2.0;0.9;5721.0;547.0;140.0
2.0;0.9;6180.0;580.0;150.0
2.0;0.9;6594.0;599.0;160.0
2.0;0.9;6897.0;621.0;170.0
2.0;0.9;7391.0;594.0;180.0
2.0;0.9;7828.0;613.0;190.0
2.0;0.9;8246.0;629.0;200.0
2.0;0.9;8541.0;633.0;210.0
2.0;0.9;8853.0;653.0;220.0
2.0;0.9;9204.0;650.0;230.0
2.0;0.9;9617.0;653.0;240.0
2.0;0.9;10206.0;660.0;250.0
2.0;0.9;397.0;283.0;5.0
2.0;0.9;806.0;281.0;15.0
2.0;0.9;1241.0;313.0;25.0
2.0;0.9;1648.0;334.0;35.0
2.0;0.9;2044.0;347.0;45.0
2.0;0.9;2459.0;379.0;55.0
2.0;0.9;2884.0;421.0;65.0
2.0;0.9;3286.0;436.0;75.0
2.0;0.9;3627.0;452.0;85.0
2.0;0.9;4175.0;460.0;95.0
2.0;0.9;4485.0;490.0;105.0
2.0;0.9;4936.0;525.0;115.0
2.0;0.9;5221.0;543.0;125.0
2.0;0.9;5591.0;545.0;135.0
2.0;0.9;5965.0;561.0;145.0
2.0;0.9;6383.0;590.0;155.0
2.0;0.9;6694.0;599.0;165.0
2.0;0.9;7113.0;609.0;175.0
2.0;0.9;7641.0;603.0;185.0
2.0;0.9;7996.0;608.0;195.0
2.0;0.9;8431.0;634.0;205.0
2.0;0.9;8706.0;639.0;215.0
2.0;0.9;8983.0;641.0;225.0
2.0;0.9;9389.0;650.0;235.0
2.0;0.9;9692.0;664.0;245.0
2.0;0.9;282.0;281.0;0.0
2.0;0.9;588.0;285.0;10.0
2.0;0.9;1011.0;298.0;20.0
2.0;0.9;1454.0;335.0;30.0
2.0;0.9;1797.0;340.0;40.0
2.0;0.9;2293.0;360.0;50.0
2.0;0.9;2636.0;391.0;60.0
2.0;0.9;3098.0;425.0;70.0
2.0;0.9;3477.0;444.0;80.0
2.0;0.9;3900.0;455.0;90.0
2.0;0.9;4373.0;485.0;100.0
2.0;0.9;4734.0;514.0;110.0
2.0;0.9;5094.0;543.0;120.0
2.0;0.9;5373.0;545.0;130.0
2.0;0.9;5793.0;554.0;140.0
2.0;0.9;6107.0;578.0;150.0
2.0;0.9;6586.0;588.0;160.0
2.0;0.9;6936.0;618.0;170.0
2.0;0.9;7322.0;587.0;180.0
2.0;0.9;7837.0;608.0;190.0
2.0;0.9;8169.0;609.0;200.0
2.0;0.9;8630.0;645.0;210.0
2.0;0.9;8716.0;644.0;220.0
2.0;0.9;9170.0;646.0;230.0
2.0;0.9;9737.0;651.0;240.0
2.0;0.9;10425.0;661.0;250.0
2.0;0.9;397.0;282.0;5.0
2.0;0.9;813.0;284.0;15.0
2.0;0.9;1248.0;320.0;25.0
2.0;0.9;1646.0;330.0;35.0
2.0;0.9;2080.0;347.0;45.0
2.0;0.9;2429.0;377.0;55.0
2.0;0.9;2934.0;412.0;65.0
2.0;0.9;3329.0;445.0;75.0
2.0;0.9;3664.0;458.0;85.0
2.0;0.9;4085.0;471.0;95.0
2.0;0.9;4516.0;496.0;105.0
2.0;0.9;4956.0;529.0;115.0
2.0;0.9;5215.0;542.0;125.0
2.0;0.9;5613.0;541.0;135.0
2.0;0.9;5937.0;567.0;145.0
2.0;0.9;6309.0;578.0;155.0
2.0;0.9;6799.0;606.0;165.0
2.0;0.9;7156.0;608.0;175.0
2.0;0.9;7475.0;592.0;185.0
2.0;0.9;7993.0;617.0;195.0
2.0;0.9;8479.0;630.0;205.0
2.0;0.9;8720.0;645.0;215.0
2.0;0.9;9027.0;646.0;225.0
2.0;0.9;9366.0;650.0;235.0
2.0;0.9;9916.0;661.0;245.0
2.0;0.9;281.0;280.0;0.0
2.0;0.9;591.0;287.0;10.0
2.0;0.9;1017.0;294.0;20.0
2.0;0.9;1444.0;327.0;30.0
2.0;0.9;1819.0;357.0;40.0
2.0;0.9;2249.0;363.0;50.0
