CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.6;583.0;394.0;10.0
2.0;0.6;958.0;555.0;20.0
2.0;0.6;1354.0;741.0;30.0
2.0;0.6;1731.0;856.0;40.0
2.0;0.6;2111.0;1049.0;50.0
2.0;0.6;2553.0;1216.0;60.0
2.0;0.6;2942.0;1345.0;70.0
2.0;0.6;3298.0;1430.0;80.0
2.0;0.6;3747.0;1536.0;90.0
2.0;0.6;4119.0;1696.0;100.0
2.0;0.6;4422.0;1955.0;110.0
2.0;0.6;4889.0;2017.0;120.0
2.0;0.6;5258.0;2151.0;130.0
2.0;0.6;5712.0;2248.0;140.0
2.0;0.6;6115.0;2428.0;150.0
2.0;0.6;6572.0;2605.0;160.0
2.0;0.6;6998.0;2684.0;170.0
2.0;0.6;7336.0;2819.0;180.0
2.0;0.6;7807.0;3027.0;190.0
2.0;0.6;8295.0;3277.0;200.0
2.0;0.6;8595.0;3410.0;210.0
2.0;0.6;9127.0;3505.0;220.0
2.0;0.6;9323.0;3252.0;230.0
2.0;0.6;9664.0;3388.0;240.0
2.0;0.6;10217.0;3448.0;250.0
2.0;0.6;393.0;297.0;5.0
2.0;0.6;785.0;495.0;15.0
2.0;0.6;1181.0;623.0;25.0
2.0;0.6;1556.0;743.0;35.0
2.0;0.6;1928.0;887.0;45.0
2.0;0.6;2321.0;1139.0;55.0
2.0;0.6;2710.0;1307.0;65.0
2.0;0.6;3192.0;1329.0;75.0
2.0;0.6;3490.0;1564.0;85.0
2.0;0.6;3858.0;1689.0;95.0
2.0;0.6;4344.0;1808.0;105.0
2.0;0.6;4707.0;1972.0;115.0
2.0;0.6;5092.0;2082.0;125.0
2.0;0.6;5581.0;2167.0;135.0
2.0;0.6;5928.0;2338.0;145.0
2.0;0.6;6311.0;2499.0;155.0
2.0;0.6;6840.0;2701.0;165.0
2.0;0.6;7245.0;2770.0;175.0
2.0;0.6;7709.0;3016.0;185.0
2.0;0.6;8119.0;3125.0;195.0
2.0;0.6;8559.0;3282.0;205.0
2.0;0.6;8687.0;3013.0;215.0
2.0;0.6;8961.0;3104.0;225.0
2.0;0.6;9539.0;3288.0;235.0
2.0;0.6;10070.0;3306.0;245.0
2.0;0.6;275.0;278.0;0.0
2.0;0.6;586.0;386.0;10.0
2.0;0.6;979.0;565.0;20.0
2.0;0.6;1376.0;690.0;30.0
2.0;0.6;1715.0;938.0;40.0
2.0;0.6;2119.0;1034.0;50.0
2.0;0.6;2519.0;1158.0;60.0
2.0;0.6;2913.0;1297.0;70.0
2.0;0.6;3300.0;1428.0;80.0
2.0;0.6;3663.0;1553.0;90.0
2.0;0.6;4175.0;1746.0;100.0
2.0;0.6;4563.0;2016.0;110.0
2.0;0.6;4949.0;2067.0;120.0
2.0;0.6;5260.0;2125.0;130.0
2.0;0.6;5738.0;2312.0;140.0
2.0;0.6;6118.0;2441.0;150.0
2.0;0.6;6672.0;2575.0;160.0
2.0;0.6;7063.0;2703.0;170.0
2.0;0.6;7493.0;2948.0;180.0
2.0;0.6;7869.0;3090.0;190.0
2.0;0.6;8210.0;3206.0;200.0
2.0;0.6;8403.0;2980.0;210.0
2.0;0.6;8888.0;3072.0;220.0
2.0;0.6;9279.0;3129.0;230.0
2.0;0.6;9861.0;3303.0;240.0
2.0;0.6;10278.0;3399.0;250.0
2.0;0.6;393.0;299.0;5.0
2.0;0.6;785.0;458.0;15.0
2.0;0.6;1164.0;635.0;25.0
2.0;0.6;1561.0;773.0;35.0
2.0;0.6;1946.0;1019.0;45.0
2.0;0.6;2376.0;1088.0;55.0
2.0;0.6;2745.0;1236.0;65.0
2.0;0.6;3183.0;1379.0;75.0
2.0;0.6;3521.0;1434.0;85.0
2.0;0.6;3924.0;1593.0;95.0
2.0;0.6;4403.0;1777.0;105.0
2.0;0.6;4751.0;1970.0;115.0
2.0;0.6;5172.0;2028.0;125.0
2.0;0.6;5632.0;2203.0;135.0
2.0;0.6;6044.0;2324.0;145.0
2.0;0.6;6500.0;2478.0;155.0
2.0;0.6;6925.0;2637.0;165.0
2.0;0.6;7152.0;2542.0;175.0
2.0;0.6;7512.0;2670.0;185.0
2.0;0.6;7832.0;2755.0;195.0
2.0;0.6;8377.0;2885.0;205.0
2.0;0.6;8675.0;2914.0;215.0
2.0;0.6;9206.0;3081.0;225.0
2.0;0.6;9648.0;3168.0;235.0
2.0;0.6;9887.0;3234.0;245.0
2.0;0.6;277.0;279.0;0.0
2.0;0.6;592.0;388.0;10.0
2.0;0.6;969.0;546.0;20.0
