CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.9;597.0;286.0;10.0
2.0;0.9;1017.0;303.0;20.0
2.0;0.9;1414.0;339.0;30.0
2.0;0.9;1809.0;357.0;40.0
2.0;0.9;2232.0;366.0;50.0
2.0;0.9;2680.0;408.0;60.0
2.0;0.9;3131.0;440.0;70.0
2.0;0.9;3443.0;465.0;80.0
2.0;0.9;3861.0;488.0;90.0
2.0;0.9;4251.0;529.0;100.0
2.0;0.9;4727.0;568.0;110.0
2.0;0.9;5144.0;592.0;120.0
2.0;0.9;5459.0;611.0;130.0
2.0;0.9;5830.0;635.0;140.0
2.0;0.9;6339.0;669.0;150.0
2.0;0.9;6714.0;702.0;160.0
2.0;0.9;7162.0;714.0;170.0
2.0;0.9;7616.0;740.0;180.0
2.0;0.9;8097.0;763.0;190.0
2.0;0.9;8406.0;797.0;200.0
2.0;0.9;8922.0;829.0;210.0
2.0;0.9;9396.0;860.0;220.0
2.0;0.9;9560.0;860.0;230.0
2.0;0.9;10117.0;899.0;240.0
2.0;0.9;10535.0;917.0;250.0
2.0;0.9;392.0;279.0;5.0
2.0;0.9;805.0;285.0;15.0
2.0;0.9;1240.0;315.0;25.0
2.0;0.9;1632.0;336.0;35.0
2.0;0.9;2041.0;369.0;45.0
2.0;0.9;2419.0;383.0;55.0
2.0;0.9;2865.0;427.0;65.0
2.0;0.9;3295.0;467.0;75.0
2.0;0.9;3655.0;483.0;85.0
2.0;0.9;4040.0;500.0;95.0
2.0;0.9;4560.0;543.0;105.0
2.0;0.9;4900.0;580.0;115.0
2.0;0.9;5262.0;606.0;125.0
2.0;0.9;5767.0;614.0;135.0
2.0;0.9;6153.0;642.0;145.0
2.0;0.9;6639.0;680.0;155.0
2.0;0.9;7016.0;700.0;165.0
2.0;0.9;7461.0;731.0;175.0
2.0;0.9;7739.0;730.0;185.0
2.0;0.9;8241.0;763.0;195.0
2.0;0.9;8585.0;795.0;205.0
2.0;0.9;9079.0;830.0;215.0
2.0;0.9;9357.0;840.0;225.0
2.0;0.9;9844.0;864.0;235.0
2.0;0.9;10377.0;884.0;245.0
2.0;0.9;281.0;280.0;0.0
2.0;0.9;600.0;285.0;10.0
2.0;0.9;1034.0;302.0;20.0
2.0;0.9;1433.0;338.0;30.0
2.0;0.9;1802.0;351.0;40.0
2.0;0.9;2260.0;352.0;50.0
2.0;0.9;2638.0;411.0;60.0
2.0;0.9;3050.0;447.0;70.0
2.0;0.9;3448.0;472.0;80.0
2.0;0.9;3941.0;487.0;90.0
2.0;0.9;4290.0;518.0;100.0
2.0;0.9;4710.0;554.0;110.0
2.0;0.9;5217.0;589.0;120.0
2.0;0.9;5607.0;596.0;130.0
2.0;0.9;6034.0;620.0;140.0
2.0;0.9;6440.0;654.0;150.0
2.0;0.9;6968.0;695.0;160.0
2.0;0.9;7249.0;711.0;170.0
2.0;0.9;7655.0;715.0;180.0
2.0;0.9;8160.0;751.0;190.0
2.0;0.9;8503.0;776.0;200.0
2.0;0.9;8828.0;794.0;210.0
2.0;0.9;9111.0;814.0;220.0
2.0;0.9;9715.0;834.0;230.0
2.0;0.9;10120.0;849.0;240.0
2.0;0.9;10652.0;858.0;250.0
2.0;0.9;393.0;282.0;5.0
2.0;0.9;812.0;288.0;15.0
2.0;0.9;1234.0;317.0;25.0
2.0;0.9;1622.0;338.0;35.0
2.0;0.9;2079.0;363.0;45.0
2.0;0.9;2440.0;387.0;55.0
2.0;0.9;2863.0;429.0;65.0
2.0;0.9;3330.0;454.0;75.0
2.0;0.9;3723.0;482.0;85.0
2.0;0.9;4080.0;493.0;95.0
2.0;0.9;4606.0;532.0;105.0
2.0;0.9;5018.0;574.0;115.0
2.0;0.9;5292.0;582.0;125.0
2.0;0.9;5839.0;611.0;135.0
2.0;0.9;6216.0;632.0;145.0
2.0;0.9;6590.0;666.0;155.0
2.0;0.9;7143.0;696.0;165.0
2.0;0.9;7382.0;700.0;175.0
2.0;0.9;7857.0;722.0;185.0
2.0;0.9;8173.0;741.0;195.0
2.0;0.9;8622.0;776.0;205.0
2.0;0.9;9106.0;798.0;215.0
2.0;0.9;9450.0;796.0;225.0
2.0;0.9;9998.0;809.0;235.0
2.0;0.9;10463.0;838.0;245.0
2.0;0.9;282.0;284.0;0.0
2.0;0.9;598.0;279.0;10.0
2.0;0.9;1014.0;303.0;20.0
2.0;0.9;1441.0;341.0;30.0
2.0;0.9;1797.0;344.0;40.0
2.0;0.9;2286.0;398.0;50.0
2.0;0.9;2700.0;409.0;60.0
2.0;0.9;3136.0;445.0;70.0
2.0;0.9;3553.0;473.0;80.0
2.0;0.9;4023.0;486.0;90.0
2.0;0.9;4317.0;531.0;100.0
2.0;0.9;4761.0;542.0;110.0
2.0;0.9;5216.0;594.0;120.0
2.0;0.9;5666.0;610.0;130.0
2.0;0.9;5961.0;605.0;140.0
2.0;0.9;6465.0;643.0;150.0
2.0;0.9;6979.0;678.0;160.0
2.0;0.9;7132.0;676.0;170.0
