CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.0;587.0;673.0;10.0
2.0;0.0;978.0;1083.0;20.0
2.0;0.0;1392.0;1448.0;30.0
2.0;0.0;1762.0;1870.0;40.0
2.0;0.0;2187.0;2259.0;50.0
2.0;0.0;2567.0;2611.0;60.0
2.0;0.0;2956.0;3034.0;70.0
2.0;0.0;3417.0;3425.0;80.0
2.0;0.0;3739.0;3784.0;90.0
2.0;0.0;4198.0;4245.0;100.0
2.0;0.0;4559.0;4614.0;110.0
2.0;0.0;4888.0;4983.0;120.0
2.0;0.0;5358.0;5382.0;130.0
2.0;0.0;5701.0;5767.0;140.0
2.0;0.0;6164.0;6139.0;150.0
2.0;0.0;6519.0;6585.0;160.0
2.0;0.0;6814.0;6929.0;170.0
2.0;0.0;7287.0;7326.0;180.0
2.0;0.0;7702.0;7666.0;190.0
2.0;0.0;8081.0;8056.0;200.0
2.0;0.0;8535.0;8557.0;210.0
2.0;0.0;8884.0;8930.0;220.0
2.0;0.0;9173.0;9281.0;230.0
2.0;0.0;9579.0;9638.0;240.0
2.0;0.0;9952.0;10036.0;250.0
2.0;0.0;398.0;474.0;5.0
2.0;0.0;817.0;870.0;15.0
2.0;0.0;1207.0;1278.0;25.0
2.0;0.0;1571.0;1637.0;35.0
2.0;0.0;1965.0;2018.0;45.0
2.0;0.0;2361.0;2430.0;55.0
2.0;0.0;2806.0;2896.0;65.0
2.0;0.0;3174.0;3225.0;75.0
2.0;0.0;3576.0;3659.0;85.0
2.0;0.0;4015.0;4013.0;95.0
2.0;0.0;4338.0;4415.0;105.0
2.0;0.0;4801.0;4892.0;115.0
2.0;0.0;5104.0;5176.0;125.0
2.0;0.0;5505.0;5597.0;135.0
2.0;0.0;5955.0;6005.0;145.0
2.0;0.0;6419.0;6441.0;155.0
2.0;0.0;6827.0;6816.0;165.0
2.0;0.0;7078.0;7147.0;175.0
2.0;0.0;7541.0;7573.0;185.0
2.0;0.0;7848.0;7932.0;195.0
2.0;0.0;8329.0;8407.0;205.0
2.0;0.0;8754.0;8728.0;215.0
2.0;0.0;9206.0;9194.0;225.0
2.0;0.0;9609.0;9656.0;235.0
2.0;0.0;9967.0;9882.0;245.0
2.0;0.0;284.0;284.0;0.0
2.0;0.0;610.0;674.0;10.0
2.0;0.0;989.0;1071.0;20.0
2.0;0.0;1406.0;1486.0;30.0
2.0;0.0;1737.0;1850.0;40.0
2.0;0.0;2171.0;2256.0;50.0
2.0;0.0;2560.0;2642.0;60.0
2.0;0.0;2968.0;3074.0;70.0
2.0;0.0;3364.0;3464.0;80.0
2.0;0.0;3801.0;3880.0;90.0
2.0;0.0;4139.0;4225.0;100.0
2.0;0.0;4595.0;4650.0;110.0
2.0;0.0;4932.0;5027.0;120.0
