CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2.0;0.4;596.0;512.0;10.0
2.0;0.4;988.0;859.0;20.0
2.0;0.4;1429.0;1203.0;30.0
2.0;0.4;1814.0;1517.0;40.0
2.0;0.4;2224.0;1904.0;50.0
2.0;0.4;2631.0;2221.0;60.0
2.0;0.4;3095.0;2601.0;70.0
2.0;0.4;3513.0;2951.0;80.0
2.0;0.4;3830.0;3331.0;90.0
2.0;0.4;4348.0;3705.0;100.0
2.0;0.4;4648.0;4131.0;110.0
2.0;0.4;5029.0;4479.0;120.0
2.0;0.4;5474.0;4900.0;130.0
2.0;0.4;5758.0;5289.0;140.0
2.0;0.4;6098.0;5628.0;150.0
2.0;0.4;6426.0;5973.0;160.0
2.0;0.4;6850.0;6408.0;170.0
2.0;0.4;7257.0;6777.0;180.0
2.0;0.4;7645.0;7112.0;190.0
2.0;0.4;8064.0;7328.0;200.0
2.0;0.4;8467.0;7532.0;210.0
2.0;0.4;8851.0;7816.0;220.0
2.0;0.4;9246.0;8250.0;230.0
2.0;0.4;9792.0;8530.0;240.0
2.0;0.4;10377.0;8739.0;250.0
2.0;0.4;385.0;345.0;5.0
2.0;0.4;783.0;696.0;15.0
2.0;0.4;1233.0;1058.0;25.0
2.0;0.4;1624.0;1433.0;35.0
2.0;0.4;2019.0;1760.0;45.0
2.0;0.4;2454.0;2148.0;55.0
2.0;0.4;2848.0;2422.0;65.0
2.0;0.4;3239.0;2858.0;75.0
2.0;0.4;3620.0;3230.0;85.0
2.0;0.4;3937.0;3624.0;95.0
2.0;0.4;4334.0;4004.0;105.0
2.0;0.4;4732.0;4324.0;115.0
2.0;0.4;5011.0;4686.0;125.0
2.0;0.4;5520.0;5158.0;135.0
2.0;0.4;5921.0;5429.0;145.0
2.0;0.4;6357.0;5805.0;155.0
2.0;0.4;6717.0;6055.0;165.0
2.0;0.4;7132.0;6354.0;175.0
2.0;0.4;7492.0;6659.0;185.0
2.0;0.4;7847.0;6909.0;195.0
2.0;0.4;8279.0;7162.0;205.0
2.0;0.4;8657.0;7416.0;215.0
2.0;0.4;9287.0;7761.0;225.0
2.0;0.4;9720.0;8020.0;235.0
2.0;0.4;9950.0;8115.0;245.0
2.0;0.4;281.0;281.0;0.0
2.0;0.4;587.0;519.0;10.0
2.0;0.4;1012.0;873.0;20.0
2.0;0.4;1398.0;1251.0;30.0
2.0;0.4;1776.0;1584.0;40.0
2.0;0.4;2195.0;1964.0;50.0
2.0;0.4;2584.0;2370.0;60.0
2.0;0.4;2973.0;2703.0;70.0
2.0;0.4;3344.0;3073.0;80.0
2.0;0.4;3734.0;3453.0;90.0
2.0;0.4;4092.0;3864.0;100.0
2.0;0.4;4488.0;4103.0;110.0
2.0;0.4;4944.0;4581.0;120.0
2.0;0.4;5344.0;4823.0;130.0
2.0;0.4;5774.0;5230.0;140.0
2.0;0.4;6111.0;5515.0;150.0
2.0;0.4;6471.0;5804.0;160.0
2.0;0.4;6906.0;6100.0;170.0
2.0;0.4;7332.0;6372.0;180.0
2.0;0.4;7786.0;6603.0;190.0
2.0;0.4;8260.0;6926.0;200.0
2.0;0.4;8582.0;7311.0;210.0
2.0;0.4;9009.0;7399.0;220.0
2.0;0.4;9497.0;7802.0;230.0
2.0;0.4;9708.0;7765.0;240.0
2.0;0.4;10037.0;8109.0;250.0
2.0;0.4;380.0;342.0;5.0
2.0;0.4;811.0;692.0;15.0
2.0;0.4;1203.0;1065.0;25.0
2.0;0.4;1604.0;1423.0;35.0
2.0;0.4;1963.0;1780.0;45.0
2.0;0.4;2313.0;2174.0;55.0
2.0;0.4;2769.0;2530.0;65.0
2.0;0.4;3120.0;2880.0;75.0
2.0;0.4;3499.0;3209.0;85.0
2.0;0.4;3927.0;3644.0;95.0
2.0;0.4;4305.0;3998.0;105.0
2.0;0.4;4674.0;4314.0;115.0
2.0;0.4;5176.0;4632.0;125.0
2.0;0.4;5543.0;4966.0;135.0
2.0;0.4;5962.0;5312.0;145.0
2.0;0.4;6328.0;5678.0;155.0
2.0;0.4;6713.0;5873.0;165.0
2.0;0.4;7120.0;6142.0;175.0
2.0;0.4;7584.0;6445.0;185.0
2.0;0.4;8107.0;6737.0;195.0
2.0;0.4;8379.0;6867.0;205.0
2.0;0.4;8735.0;7098.0;215.0
2.0;0.4;9095.0;7304.0;225.0
2.0;0.4;9331.0;7546.0;235.0
