CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS;
2;0.2;7660.0;7742.0;190;
2;0.2;8090.0;8053.0;200;
2;0.2;8440.0;8542.0;210;
2;0.2;8836.0;8771.0;220;
2;0.2;9199.0;9282.0;230;
2;0.2;9545.0;9571.0;240;
2;0.2;10120.0;10162.0;250;
2;0.2;396.0;443.0;5;
2;0.2;818.0;857.0;15;
2;0.2;1223.0;1247.0;25;
2;0.2;1605.0;1640.0;35;
2;0.2;1986.0;1993.0;45;
2;0.2;2418.0;2460.0;55;
2;0.2;2768.0;2779.0;65;
2;0.2;3220.0;3249.0;75;
2;0.2;3528.0;3552.0;85;
2;0.2;3944.0;4027.0;95;
2;0.2;4337.0;4381.0;105;
2;0.2;4733.0;4695.0;115;
2;0.2;5137.0;5142.0;125;
2;0.2;5492.0;5550.0;135;
2;0.2;5922.0;5982.0;145;
2;0.2;6281.0;6388.0;155;
2;0.2;6720.0;6710.0;165;
2;0.2;7002.0;7023.0;175;
2;0.2;7388.0;7538.0;185;
2;0.2;7777.0;7792.0;195;
2;0.2;8256.0;8240.0;205;
2;0.2;8575.0;8692.0;215;
2;0.2;9096.0;9035.0;225;
2;0.2;9404.0;9483.0;235;
2;0.2;9778.0;9780.0;245;
2;0.2;274.0;279.0;0;
2;0.2;604.0;655.0;10;
2;0.2;1023.0;1057.0;20;
2;0.2;1421.0;1469.0;30;
2;0.2;1786.0;1814.0;40;
2;0.2;2176.0;2220.0;50;
2;0.2;2583.0;2646.0;60;
2;0.2;2989.0;3018.0;70;
2;0.2;3333.0;3389.0;80;
2;0.2;3726.0;3754.0;90;
2;0.2;4101.0;4157.0;100;
2;0.2;4525.0;4522.0;110;
2;0.2;4908.0;4938.0;120;
2;0.2;5282.0;5333.0;130;
2;0.2;5772.0;5674.0;140;
2;0.2;6084.0;6118.0;150;
2;0.2;6579.0;6580.0;160;
2;0.2;6842.0;6931.0;170;
2;0.2;7265.0;7329.0;180;
2;0.2;7639.0;7693.0;190;
2;0.2;8044.0;8094.0;200;
2;0.2;8412.0;8481.0;210;
2;0.2;8783.0;8823.0;220;
2;0.2;9152.0;9211.0;230;
2;0.2;9535.0;9633.0;240;
2;0.2;10000.0;10051.0;250;
2;0.2;387.0;445.0;5;
2;0.2;828.0;848.0;15;
2;0.2;1224.0;1251.0;25;
2;0.2;1568.0;1616.0;35;
2;0.2;1970.0;2009.0;45;
2;0.2;2430.0;2425.0;55;
2;0.2;2775.0;2841.0;65;
2;0.2;3186.0;3211.0;75;
2;0.2;3581.0;3568.0;85;
2;0.2;3913.0;3943.0;95;
2;0.2;4322.0;4317.0;105;
2;0.2;4713.0;4709.0;115;
2;0.2;5114.0;5200.0;125;
2;0.2;5478.0;5549.0;135;
2;0.2;5979.0;5975.0;145;
2;0.2;6327.0;6349.0;155;
2;0.2;6763.0;6752.0;165;
2;0.2;6969.0;6991.0;175;
2;0.2;7426.0;7568.0;185;
2;0.2;7841.0;7894.0;195;
2;0.2;8299.0;8329.0;205;
2;0.2;8693.0;8665.0;215;
2;0.2;8911.0;9028.0;225;
2;0.2;9446.0;9470.0;235;
2;0.2;9836.0;9887.0;245;
2;0.2;274.0;277.0;0;
2;0.2;592.0;644.0;10;
2;0.2;1027.0;1063.0;20;
2;0.2;1423.0;1466.0;30;
2;0.2;1797.0;1842.0;40;
2;0.2;2170.0;2209.0;50;
2;0.2;2582.0;2609.0;60;
2;0.2;2954.0;2952.0;70;
2;0.2;3313.0;3347.0;80;
2;0.2;3726.0;3748.0;90;
2;0.2;4112.0;4109.0;100;
2;0.2;4601.0;4538.0;110;
2;0.2;4906.0;4874.0;120;
2;0.2;5274.0;5385.0;130;
2;0.2;5608.0;5743.0;140;
2;0.2;6130.0;6117.0;150;
2;0.2;6452.0;6585.0;160;
2;0.2;6831.0;6822.0;170;
2;0.2;7291.0;7342.0;180;
2;0.2;7636.0;7740.0;190;
2;0.2;8056.0;8130.0;200;
2;0.2;8484.0;8522.0;210;
2;0.2;8713.0;8774.0;220;
2;0.2;9274.0;9243.0;230;
2;0.2;9644.0;9562.0;240;
2;0.2;10073.0;10117.0;250;
2;0.2;394.0;448.0;5;
2;0.2;819.0;847.0;15;
2;0.2;1224.0;1256.0;25;
2;0.2;1578.0;1615.0;35;
2;0.2;1991.0;2006.0;45;
2;0.2;2410.0;2417.0;55;
2;0.2;2764.0;2828.0;65;
2;0.2;3171.0;3220.0;75;
2;0.2;3498.0;3555.0;85;
2;0.2;4001.0;3957.0;95;
2;0.2;4307.0;4343.0;105;
2;0.2;4730.0;4829.0;115;
2;0.2;5124.0;5107.0;125;
2;0.2;5454.0;5520.0;135;
2;0.2;5878.0;5909.0;145;
2;0.2;6300.0;6386.0;155;
2;0.2;6707.0;6764.0;165;
2;0.2;7051.0;7126.0;175;
2;0.2;7496.0;7505.0;185;
2;0.2;7863.0;7921.0;195;
2;0.2;8237.0;8285.0;205;
2;0.2;8590.0;8712.0;215;
2;0.2;9020.0;9132.0;225;
2;0.2;9449.0;9393.0;235;
2;0.2;9931.0;9881.0;245;
2;0.2;272.0;276.0;0;
2;0.2;589.0;643.0;10;
2;0.2;1005.0;1053.0;20;
2;0.2;1437.0;1473.0;30;
2;0.2;1821.0;1820.0;40;
2;0.2;2168.0;2202.0;50;
2;0.2;2584.0;2597.0;60;
2;0.2;2998.0;3009.0;70;
2;0.2;3359.0;3353.0;80;
2;0.2;3720.0;3770.0;90;
2;0.2;4191.0;4144.0;100;
2;0.2;4573.0;4623.0;110;
2;0.2;4955.0;4901.0;120;
2;0.2;5269.0;5297.0;130;
2;0.2;5687.0;5752.0;140;
2;0.2;6091.0;6156.0;150;
2;0.2;6503.0;6533.0;160;
2;0.2;6844.0;6921.0;170;
2;0.2;7221.0;7232.0;180;
2;0.2;7690.0;7762.0;190;
2;0.2;8010.0;8041.0;200;
2;0.2;8417.0;8408.0;210;
2;0.2;8764.0;8760.0;220;
2;0.2;9173.0;9228.0;230;
2;0.2;9613.0;9676.0;240;
2;0.2;10116.0;10155.0;250;
2;0.2;396.0;442.0;5;
2;0.2;814.0;862.0;15;
2;0.2;1233.0;1255.0;25;
2;0.2;1581.0;1617.0;35;
2;0.2;2023.0;2029.0;45;
2;0.2;2386.0;2454.0;55;
2;0.2;2804.0;2838.0;65;
2;0.2;3132.0;3212.0;75;
2;0.2;3482.0;3540.0;85;
2;0.2;3919.0;3967.0;95;
2;0.2;4320.0;4378.0;105;
2;0.2;4653.0;4731.0;115;
2;0.2;5147.0;5175.0;125;
2;0.2;5529.0;5494.0;135;
2;0.2;5955.0;5957.0;145;
2;0.2;6262.0;6356.0;155;
2;0.2;6700.0;6692.0;165;
2;0.2;7108.0;7102.0;175;
2;0.2;7452.0;7554.0;185;
2;0.2;7922.0;7844.0;195;
