CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS
2;1.0;612.0;280.0;10
2;1.0;1014.0;288.0;20
2;1.0;1414.0;308.0;30
2;1.0;1766.0;300.0;40
2;1.0;2188.0;339.0;50
2;1.0;2580.0;346.0;60
2;1.0;2963.0;379.0;70
2;1.0;3334.0;397.0;80
2;1.0;3759.0;390.0;90
2;1.0;4127.0;410.0;100
2;1.0;4632.0;445.0;110
2;1.0;5017.0;467.0;120
2;1.0;5452.0;466.0;130
2;1.0;5806.0;469.0;140
2;1.0;6276.0;501.0;150
2;1.0;6660.0;540.0;160
2;1.0;7067.0;575.0;170
2;1.0;7524.0;549.0;180
2;1.0;7879.0;579.0;190
2;1.0;8455.0;603.0;200
2;1.0;8853.0;629.0;210
2;1.0;9189.0;655.0;220
2;1.0;9626.0;659.0;230
2;1.0;10145.0;697.0;240
2;1.0;10524.0;735.0;250
2;1.0;396.0;281.0;5
2;1.0;812.0;281.0;15
2;1.0;1212.0;299.0;25
2;1.0;1587.0;319.0;35
2;1.0;1931.0;309.0;45
2;1.0;2359.0;341.0;55
2;1.0;2731.0;361.0;65
2;1.0;3140.0;392.0;75
2;1.0;3493.0;372.0;85
2;1.0;3899.0;396.0;95
2;1.0;4344.0;428.0;105
2;1.0;4723.0;453.0;115
2;1.0;5104.0;479.0;125
2;1.0;5566.0;462.0;135
2;1.0;6044.0;489.0;145
2;1.0;6511.0;519.0;155
2;1.0;6947.0;550.0;165
2;1.0;7330.0;552.0;175
2;1.0;7777.0;563.0;185
2;1.0;8118.0;575.0;195
2;1.0;8616.0;621.0;205
2;1.0;9055.0;645.0;215
2;1.0;9470.0;654.0;225
2;1.0;9840.0;684.0;235
2;1.0;10357.0;712.0;245
2;1.0;276.0;280.0;0
2;1.0;624.0;283.0;10
2;1.0;997.0;290.0;20
2;1.0;1376.0;304.0;30
2;1.0;1773.0;303.0;40
2;1.0;2153.0;329.0;50
2;1.0;2582.0;347.0;60
2;1.0;2898.0;372.0;70
2;1.0;3353.0;397.0;80
2;1.0;3703.0;391.0;90
2;1.0;4137.0;411.0;100
2;1.0;4569.0;437.0;110
2;1.0;4979.0;456.0;120
2;1.0;5353.0;460.0;130
2;1.0;5850.0;486.0;140
2;1.0;6223.0;496.0;150
2;1.0;6763.0;540.0;160
2;1.0;7080.0;568.0;170
2;1.0;7524.0;548.0;180
2;1.0;7947.0;577.0;190
2;1.0;8360.0;603.0;200
2;1.0;8759.0;624.0;210
2;1.0;9153.0;650.0;220
2;1.0;9687.0;665.0;230
2;1.0;10161.0;687.0;240
2;1.0;10547.0;737.0;250
2;1.0;393.0;281.0;5
2;1.0;809.0;279.0;15
2;1.0;1197.0;295.0;25
2;1.0;1574.0;324.0;35
2;1.0;1958.0;311.0;45
2;1.0;2372.0;328.0;55
2;1.0;2732.0;369.0;65
2;1.0;3156.0;383.0;75
2;1.0;3495.0;383.0;85
2;1.0;3915.0;402.0;95
2;1.0;4351.0;424.0;105
2;1.0;4791.0;459.0;115
2;1.0;5124.0;474.0;125
2;1.0;5583.0;464.0;135
2;1.0;5974.0;496.0;145
2;1.0;6555.0;512.0;155
2;1.0;6910.0;544.0;165
2;1.0;7358.0;550.0;175
2;1.0;7672.0;554.0;185
2;1.0;8162.0;590.0;195
2;1.0;8537.0;604.0;205
2;1.0;9011.0;641.0;215
2;1.0;9519.0;664.0;225
2;1.0;9815.0;676.0;235
2;1.0;10292.0;715.0;245
2;1.0;277.0;280.0;0
2;1.0;614.0;280.0;10
2;1.0;1011.0;284.0;20
2;1.0;1381.0;304.0;30
2;1.0;1749.0;303.0;40
2;1.0;2143.0;318.0;50
2;1.0;2587.0;351.0;60
2;1.0;2928.0;371.0;70
2;1.0;3307.0;397.0;80
2;1.0;3681.0;381.0;90
2;1.0;4100.0;406.0;100
2;1.0;4604.0;441.0;110
2;1.0;5013.0;464.0;120
2;1.0;5326.0;462.0;130
2;1.0;5785.0;474.0;140
2;1.0;6316.0;504.0;150
2;1.0;6719.0;532.0;160
2;1.0;7155.0;558.0;170
2;1.0;7553.0;562.0;180
2;1.0;7909.0;570.0;190
2;1.0;8338.0;601.0;200
2;1.0;8782.0;626.0;210
2;1.0;9359.0;661.0;220
2;1.0;9780.0;671.0;230
2;1.0;10322.0;792.0;240
2;1.0;10711.0;795.0;250
2;1.0;396.0;280.0;5
2;1.0;801.0;278.0;15
2;1.0;1216.0;300.0;25
2;1.0;1570.0;318.0;35
2;1.0;1937.0;314.0;45
2;1.0;2350.0;337.0;55
2;1.0;2804.0;362.0;65
2;1.0;3154.0;387.0;75
2;1.0;3543.0;407.0;85
2;1.0;3922.0;400.0;95
2;1.0;4350.0;430.0;105
2;1.0;4855.0;460.0;115
2;1.0;5242.0;481.0;125
2;1.0;5715.0;472.0;135
2;1.0;6074.0;489.0;145
2;1.0;6462.0;513.0;155
2;1.0;6899.0;549.0;165
2;1.0;7404.0;560.0;175
2;1.0;7775.0;577.0;185
2;1.0;8171.0;582.0;195
2;1.0;8709.0;630.0;205
2;1.0;9013.0;666.0;215
2;1.0;9511.0;685.0;225
2;1.0;9999.0;774.0;235
2;1.0;10505.0;797.0;245
2;1.0;274.0;283.0;0
2;1.0;617.0;281.0;10
2;1.0;1005.0;287.0;20
2;1.0;1381.0;307.0;30
2;1.0;1725.0;312.0;40
2;1.0;2177.0;327.0;50
2;1.0;2523.0;346.0;60
2;1.0;2996.0;377.0;70
2;1.0;3379.0;401.0;80
2;1.0;3729.0;400.0;90
2;1.0;4190.0;427.0;100
2;1.0;4573.0;434.0;110
2;1.0;5023.0;474.0;120
2;1.0;5465.0;471.0;130
2;1.0;5916.0;481.0;140
2;1.0;6335.0;521.0;150
2;1.0;6719.0;543.0;160
2;1.0;7100.0;570.0;170
2;1.0;7506.0;554.0;180
2;1.0;7984.0;587.0;190
2;1.0;8446.0;620.0;200
2;1.0;8806.0;633.0;210
2;1.0;9228.0;660.0;220
2;1.0;9906.0;749.0;230
