CHIDX;CONC;LED1_VALS;LED2_VALS;LASER_PWMS;
2;0.5;7602.0;3836.0;185;
2;0.5;7988.0;3919.0;195;
2;0.5;8368.0;4179.0;205;
2;0.5;8722.0;4343.0;215;
2;0.5;9132.0;4595.0;225;
2;0.5;9482.0;4864.0;235;
2;0.5;9855.0;5046.0;245;
2;0.5;278.0;281.0;0;
2;0.5;627.0;396.0;10;
2;0.5;1026.0;579.0;20;
2;0.5;1450.0;786.0;30;
2;0.5;1807.0;945.0;40;
2;0.5;2240.0;1183.0;50;
2;0.5;2629.0;1379.0;60;
2;0.5;3045.0;1550.0;70;
2;0.5;3405.0;1746.0;80;
2;0.5;3834.0;1925.0;90;
2;0.5;4212.0;2163.0;100;
2;0.5;4670.0;2300.0;110;
2;0.5;5037.0;2513.0;120;
2;0.5;5504.0;2739.0;130;
2;0.5;5866.0;2884.0;140;
2;0.5;6239.0;3139.0;150;
2;0.5;6664.0;3337.0;160;
2;0.5;6927.0;3481.0;170;
2;0.5;7445.0;3641.0;180;
2;0.5;7764.0;3920.0;190;
2;0.5;8159.0;4080.0;200;
2;0.5;8508.0;4243.0;210;
2;0.5;8888.0;4470.0;220;
2;0.5;9307.0;4637.0;230;
2;0.5;9770.0;4835.0;240;
2;0.5;10196.0;5171.0;250;
2;0.5;394.0;301.0;5;
2;0.5;834.0;498.0;15;
2;0.5;1237.0;686.0;25;
2;0.5;1640.0;865.0;35;
2;0.5;2038.0;1050.0;45;
2;0.5;2447.0;1254.0;55;
2;0.5;2852.0;1451.0;65;
2;0.5;3225.0;1646.0;75;
2;0.5;3643.0;1801.0;85;
2;0.5;4011.0;2037.0;95;
2;0.5;4448.0;2241.0;105;
2;0.5;4873.0;2460.0;115;
2;0.5;5284.0;2610.0;125;
2;0.5;5702.0;2752.0;135;
2;0.5;6031.0;2957.0;145;
2;0.5;6423.0;3124.0;155;
2;0.5;6887.0;3320.0;165;
2;0.5;7223.0;3554.0;175;
2;0.5;7632.0;3768.0;185;
2;0.5;8009.0;3961.0;195;
